Cause,Title
, Employee Injured When Exposed To Chlorine Gas Cylinder Leak 
, Four Employees Are Exposed To Formaldehyde 
, Seven Employees Exposed To Leaking Freon Gas 
, Employee Has Allergic Reaction To Spilled Perfume 
, Nine Employees Become Ill After Chemical Exposure 
, Employees Overexposed To Chemical Vapors 
, Employee Is Killed When Crushed By Elevator Counter Weights 
, Employee Crushes Chest In Elevator Accident 
, Employee Is Killed When Crushed Between Stump And Shovel 
, Employee Is Caught Between Objects And Is Asphxiated 
, Employee Is Struck By Bolt And Is Killed 
, Pump Truck Operator Is Killed When Struck By Counterweight 
, Employee Is Injured When Caught Between Excavator And Chain 
, Employee Is Killed When Crushed Between Log And Loader 
, Employee Crushed And Killed By Elevator Door 
, Employee'S Finger Is Amputed After Crushing Injury 
, Employee Amputates Finger While Adjusting Pulley 
, Employee Is Killed When Caught Between Crane And Ground 
, Employee Fractures Knee In Fall 
, Excavation Worker'S Hand Is Crushed When Metal Plate Slips 
, Employee Falls From Skylight  Later Dies 
, Employee Falls From Fixed Trailer Ladder And Is Injured 
, Employee Amputates Fingertip Between Cover And Hole 
, Tree Trimmer Dies Unexpectedly With Cause Undetermined 
, Employee Suffers Heart Attack While Driving Forklift  Dies 
, Employee Dies While Working Under House 
, Employee Suffers A Heart Attack While At Work 
, Employee Is Found Unconscious  Possible Heart Attack 
, Employee Dies From An Acute Myocardial Infarction 
, Worker Tasked With Unplugging Refrigeration Unit Found Dead 
, Employee Is Struck By Dock Plate And Later Dies 
, Employee Is Shocked  Suffers Fire/Arrest In Breathing 
, Employee Is Killed From Choking On His Lunch 
, Employee Is Unresponsive And Subsequently Dies 
, Employee'S Head Is Crushed Under A Forklift  Dies 
, An Employee Is Killed  Another Is Injured In Structural Fire 
, Employee Is Killed When Struck By Falling Steel Tubes 
, Employee Suffers Leg Fracture When Struck By Metal Bundle 
, Employee Fractures Thumb When Caught By Crane Rope 
, Employee Suffers Fractures When Struck By Steel Reel 
, Hoisted Steel Sheet Falls From Crane And Kills Worker 
, Employee Is Killed When Struck By Rack Of Cylinders 
, Employee Gets Electrocuted When Crane Comes In Contact With 
, Crane Operator Is Killed When Piece Of Metal Strikes Him 
, Employee Injures Foot When Struck By Falling Object 
, Employee Injured In Fall From Crane Ball Rigging 
, Employee Killed When Struck By Falling Headache Ball 
, Employee Killed When Struck By Falling Hook And Ball 
, No Employees Injured When Crane Collapsed 
, Employee Struck And Killed By Falling Crane Load Block 
, Employee Killed When Struck By Steel Block 
, Employee Injured When Struck By Falling Crane Parts 
, Employee Killed When Struck By Falling Hook And Ball 
, Employee Riding Crane Hook Ball Fell 
, Employee Is Seriously Injured While Operating Overhead Crane 
, Employee Suffers Amputation 
, Employee Killed When Struck By Falling Load Block 
, Employee Injured When Struck By Block Of Overhead Crane 
, Employee Killed When Struck By Trolley Crane 
, Employee Killed When Struck By A Falling Hoist Block 
, Employee Struck And Killed By Swinging Pulley 
, Employee'S Fingers Injured By Crane Sheave 
, Employee Killed When Struck By Falling Crane Block 
, One Employee Killed And Two Injured By Crane Hoist 
, Boom Section Of Crane Separates And Crushes Employee 
, Employee Is Struck By Metal Pipe  Later Dies 
, Employee Fractures Leg When Struck By Concrete 
, One Employee Dies  Another Is Injured By Crane 
, Employee Is Killed When Struck By Crane Boom 
, Worker Dismantle'S Crane'S Boom  Is Killed 
, Employee Is Killed When Crane Over Turns 
, Crane Operator Receives Minor Injuries In Crane Tipover 
, Transit Operator Is Killed In Crane Cab Accident 
, Crane Collision Crushes Technician 
, Employee Is Killed In Fall From Crane 
, Employee Is Struck And Killed By Straddle Truck 
, Employee Crushed When Caught Between Heavy Load On A Crane 
, Employee Injured After Falling From Mobile Crane Cab 
, Employee Killed When Tree Falls On Crane Cab 
, Employee Killed By Falling Crane Cab 
, Employee Killed When Overhead Crane Falls 
, Employee Killed In Fall Over Railing Of Crane Cab 
, Employee Is Injured When Struck By Moving Crane Carriage 
, Employee Killed When Struck By Crane Pendant 
, Caught Between Revolving Crane & Carriage Of Truck Crane 
, Caught Between Counterweight And Deck Of Crane 
, Crushed Between Crane Counterweight And Crane Carriage 
, Employee Crushed And Killed By Crane Carriage 
, Employee Is Killed When Struck By Crane Counterweight 
, Employee Is Killed When Heavily Loaded Crane Tips Over 
, Employee Struck By A Moving Counterweight 
, Employee Had Lacerations When Struck By Crane Counterweight 
, Employee Killed Between Crane Deck And Counterweight 
, Employee Killed When Struck By Crane Boom 
, Employee Injured When Struck By Hoist Counterweights 
, Employee Dies When Caught Between Heavy Equipment 
, Two Employees' Feet Crushed By Toppled Crane Load Block 
, Employee'S Finger Is Injured When Caught In Motor Frame 
, Employee Amputates Finger In Crane Hook 
, Employee Gets Struck By Crane Attachment 
, Employee Is Struck By Hook  Injures Eye And Fractures Ribs 
, Crane Operator Amputates Finger Tip On Crane Hook 
, Employee Is Killed When Struck By Crane Load 
, Employee Is Injured When Struck By Overhead Crane Hook 
, Employee Amputated Fingers While Moving Metal Coil 
, Employee Dies When He Falls Off Elevated Platform 
, Employee Is Killed In Fall While Trimming Tree 
, Employee Killed When Knocked Off Buliding By Falling Beam 
, Employee Fractures Nose When Struck By Crane Hook 
, Employee Is Killed By Overhead Crane Lifting Device 
, Employee Is Struck By I
, Spreader Falls And Kills Worker 
, Employee Is Killed When Struck By Lifting Arm 
, Employee Is Pinned Between Beam And Lift  Later Dies 
, Employee Is Killed When Struck By Crane'S Spreader Bar 
, Employee Killed When Struck By Crane Alignment Bar 
, Employee Crushed And Killed By Overhead Crane 
, Employee Injured In Fall From Personnel Cage  Later Dies 
, Employee Injured When Struck By Falling Steel 
, Employee Killed When Struck By Crane Boom 
, Employee Dies After Struck On Head By Falling I
, Electric Shock 
, Employee Dies When Crane Overturns 
, Employee Is Electrocuted At Construction Site 
, Crane Breaks Mounting Base And Crushes Employee 
, Employee Is Killed When Crushed By Falling Container 
, Employee Is Injured When Thrown From Truck Crane 
, Employee Is Fatally Struck By A Crane'S Falling Load Block 
, Crane Operator Killed When Struck By Hoisted Part 
, Employee Falls From Derrick And Dies 
, Employee Falls From Platform And Strikes Head; Later Dies 
, Employee Is Injured When Struck By Metal And Plexiglass 
, Employee Jumps Out Of A Collapsing Crane 
, Employee Runs Forklift Into Crane Support Beam  Later Dies 
, Crane Tips Over 
, Crane Outrigger Strikes And Kills Employee 
, Employee'S Fingers Are Amputated By Crane Outrigger 
, Employee Is Injured When Crane Tipped Over 
, Employee Killed When Crane Tips Over 
, Employee Injured In Fall From Truck Mounted Crane 
, Employee Knee Is Fractured In Fall From A Platform 
, Employee Foot Crushed By Stand
, Employeetrip  Is Struck By Falling Object  Fractures Hip 
, Employee Is Killed By Falling Load 
, Employee Crushed And Killed By Crate Of Glass 
, Worker Degloves Thumb While Moving Wooden Crate 
, Employee Sustains Multiple Injuries When Load Falls 
, Employee Injured When Nail Gun Punctures Leg 
, Falling Totes Strikes And Injures Warehousman 
, Worker Is Pinned And Killed By Fallen Crate Of Bolts 
, Employee'S Back Is Sprained When Struck By Falling Load 
, Employee Injures Eye When Struck By Flying Object 
, Employee Is Killed While Power Washing Hog Crates 
, Employee'S Finger Tip Is Amputated By Falling Crate 
, Employee Fractured Ankle Avoiding Falling Load 
, Employee Falls Through Hole And Fractures Leg 
, Employee Falls Off Ladder  Sustains Fractures 
, Plumber'S Helper Is Electrocuted In Crawl Space 
, Employee Is Killed When Head Caught In Elevator Compartment 
, Employee Killed Insulating Plumbing Fixture In Crawl Space 
, Employee Working For Heating Contractor Sustains No Injuries 
, Employee Killed Cleaning Ground Conductor In Crawl Space 
, Employee Is Burned In Propane Torch Accident 
, Employee Electrocuted Checking Wiring In Crawl Space 
, Employee Is Killed By Falling Load 
, Employee Is Crushed By Boom Extension 
, Employee Is Killed By Collapsing Crane Boom 
, Logging Employee Is Killed When Caught By Log 
, Employee Is Struck By Crane And Later Dies 
, Employee Is Killed When Struck By Crane Sections 
, Employee Is Electrocuted In Open Control Box 
, Roustabout Killed When Struck By Falling Pylon 
, Employee Killed When Struck By Crane Boom 
, Employee Crushed By A Crane Boom 
, Employee Crushed And Killed By Falling Crane Gantry 
, Two Employees Burned In Welding Explosion 
, Employee'S Face Burned By Creosote 
, Creosote Burns On Abdomen Area 
, Thirteen Employees Inhale Creosote Vapors; Two Hospitalized 
, Farm Laborer Finger Is Amputated In Cutting Machine 
, Employee Amputates Fingers In Cane Cutter 
, Employee Amputates Hand In Hay Bailer 
, Employee'S Finger Cut While Working On Hay Bailer 
, Employee Injured When Run Over By Tractor 
, Employee'S Leg Lacerated By Cane Cutter 
, Employees Crushed By Rotor Of Cane Shredder 
, Employee Pulled Through Hay Shredding Machine 
, Falling Crossarm Section Kills Employee 
, Employee Is Struck And Killed By Crossarm 
, Employee Is Burned By Contact With Energized Conductor 
, Fall From Utility Pole 
, Employee Injured When Fingertip Amputated By Conveyor Arm 
, Employee'S Head Was Crushed Between Bucket And Machine 
, Employee Killed When Struck In Chest By Crossbar 
, Employee Dies Of Suffocation When Caught Against Crossbrace 
, Employee Catches Finger In Mechanical Switch 
, Employee'S Hand Crushed In Forklift Mast 
, Employee'S Toes Amputated When Foot Caught In Forklift 
, Burn 
, Employee Is Killed When Struck By Derrick Travelling Block 
, Employee Killed In Fall From Derrick Crown 
, Travelling Block Fell To Rig Deck  Striking Two Employees 
, Crushed Between Crown And Travelling Blocks Of Oil Derrick 
, Drill Rig Two
, Employee Is Burned With Hot Oil 
, One Employee Dies  Another Is Injured In Pipe Line Explosion 
, Employee Is Crushed Between Counterweight And Pump Frame 
, Refinery Worker Is Burned When Steam Escapes Past Blockage 
, Employee Sustains Chemical Burns In Oil Spill 
, Employee Killed In Flammable Gas Explosion 
, Employee Asphyxiated Inhaling Hydrocarbon Fumes 
, Employee Killed When Struck By Rail Car 
, Five Employees Injured In Crude Oil Pipeline Flash Fire 
, Employee Fractured Arm In Fall From Scaffold Ladder 
, Employee Dies Of Burns Sustained In Tanker Truck Explosion 
, Employee Injured When Struck By Top Of Tank After Explosion 
, Employee Killed In Welding Explosion 
, One Employee Killed  Three Injured In Oil/Gas Well Explosion 
, Two Fire Fighters Killed Fighting Crude Oil Fire 
, Employee Dies In Crude Oil Tank Explosion 
, Employee Is Struck And Injured By Falling Load Of Doors 
, Worker Killed When Pinned Between Man Basket And Roof 
, Worker Is Crushed While Operating Excavator 
, Employee Suffers Fractures In Fall From Crusher Hopper 
, Employee Is Crushed When Hydraulic Line Failed  Later Died 
, Employee Fractures Leg In Fall Onto Conveyor Belt 
, Employee Falls Through Primary Crusher Decking 
, Employee Is Injured In Fall From Guardrail 
, Employee Is Killed When Crushed By Tractor Trailer 
, Employee Is Killed When Struck By Boom 
, Worker Bypasses Machine Guarding And Amputates Finger 
, Employee Is Killed When Struck By Flywheel 
, Employee Is Injured In Fall 
, Employee Lacerates Hand With Utility Knife 
, Two Employees Are Struck By Falling Object And Injured 
, Metal Part Thrown From Car Crusher Fractures Employee'S Nose 
, Employee Is Injured When Crushed By Conveyor Supports 
, Employee'S Thumb Crushed When Struck By Falling Rock 
, Electric Shock 
, Electric Shock 
, Electric Shock 
, Employee On Utility Pole Is Shocked 
, Electric Shock 
, Employee Dies In Explosion 
, Electric Shock 
, Electric Shock 
, Employee Is Shocked While Repairing Utility Pole 
, Burn 
, Electric Shock & Burn 
, Employee Dies After Falling Underneath Railroad Car Wheel 
, Employee'S Leg Is Amputated By Lawn Mower 
, Electric Shock 
, Employee Crushed By Bobcat 
, Electric Shock 
, Electric Shock 
, Electric Shock & Fall 
, Electric Shock 
, Electric Shock 
, Electric Shock 
, Employee Fractures Ankle In Fall From Roof 
, Employee Is Injured In Fall From A Tree 
, Utility Worker Injued In Fall From Pole 
, Employee Suffers Injury In Fall From Tree 
, Tree Trimmer Fractures Ankle In Fall When Gaff Cuts Out 
, Employee Falls From Utility Pole  Fractures Leg 
, Employee Injures Ankle In Fall From Pole During Training 
, Telecommunications Worker Fractures Vertebrae In Fall 
, Employee Fell While Climbing Utility Pole 
, Fall 
, Telephone Worker Receives Head Injury In Fall From Pole 
, Employee'S Pelvis Fractured In Fall From Utility Pole 
, Welder Injured While Plasma Cutting Used Oil Drum 
, Worker Cutting Metal Is Burned When Clothing Catches On Fire 
, Mechanic Is Burned While Using Torch 
, Worker Taking Metal Sample From Steel Coil Fractures Leg 
, Machinist Installing Equipment Is Struck In Head  Later Dies 
, Employee Is Burned When Cutting Torch Explodes 
, Employee Fractures Foot In Fall From Elevated Platform 
, Employee Sustains No Injury From Cyanide Poisoning 
, Employee Amputates Finger In Finishing Machine 
, Employee'S Finger Tip Is Amputated By Hydraulic Shear 
, Employee Fractures Pelvis When Caught Between Packer And Wal 
, Employee Dies Of Chemical Exposure Or Heart Attack 
, Employee Is Burned In Explosion 
