Cause,Title
,employee sustains heat related incident
,worker injured driving forklift loading dock
,temporary worker amputates tip finger dock plate
,employee amputates finger caught dock plate
,employee fracture finger conveyor roller
,employee amputates finger steel door
,manager trip fracture arm
,worker sustains sprained ankle fall loading dock
,employee injuredwhen pinned vehicle building
,fall forklift
,employee crush amputates thumb dock leveler
,dock worker injured pinned dock trailer
,employee dy forklift run foot
,employee fracture pelvis struck truck
,bay worker trip uneven surface fracture femur
,employee fracture hand caught periphery tire
,dockworker drown searching key
,dock worker cut hand broken mirror
,dock worker hosptialized struck backing trailer
,steel roll pin dock worker later dy
,boatyard worker drowns delivering boat
,backing truck crush kill dock worker
,employee toe crushed ramp amputated
,employee faint dock area dairy warehouse
,employee struck killed top pick marine terminal
,employee run killed marine terminal equipment
,employee killed roll
,dock worker suffers tissue injury equipment fails
,truck driver sustains torn aorta truck tip
,injury reported forklift truck collide
,employee drowns conducting dock repair
,employee killed struck pinned forklift
,four employee burned flash fire oil rig
,employee injured training police dog
,employee killed struck drilling rig
,employee burned fireball incinerator
,employee killed doghouse overturn
,one killed one injured doghouse fall
,employee catch finger hinge degloved
,employee amputates left ring finger door jam
,employee finger caught later amputated
,worker fall fracture lumbar vertebra
,employee dy forlift incident
,employee loses right arm gate incident
,employee lacerates finger caught truck door
,employee suffers fracture fall seed bin
,employee crush toe trailer door fall
,employee killed struck vehicle door
,employee killed struck metal garage door
,employee injures neck struck falling object
,mechanic dy fall ladder
,electrical technician killed fall ladder
,employee killed caught platform door part
,employee suffers avulsion left arm machine
,employee amputates finger blender
,employee struck killed trailer door
,employee killed struck machinery door
,employee injured fall
,employee finger amputated got caught butt router
,employee killed pinned autoclave door
,employee injured struck conveyor gate
,employee asphyxiated killed pinned door machine
,employee injured pinned machine fork truck
,employee killed crushed bulldozer track
,employee killed struck tree
,employee killed crushed dozer blade
,employee killed crushed bulldozer trailer
,employee dy natural gas explosion
,employee killed struck dozer blade
,employee killed overturned tractor
,dozer operator struck dozer blade
,employee caught conveyor dragline killed
,employee trapped drag conveyor chain killed
,employee killed caught piece equipment
,two employee asphixiated grain bin
,employee killed fall drag chain conveyor
,employee crushed killed drag elevator
,employee fell conveyor
,employee crushed death falling drag chain chute
,employee suffered leg fracture caught drag conveyor
,employee finger amputated conveyor line machinery
,crushed conveyor
,employee dragged van
,employee struck garbage truck sustains head injury
,employee injured caught tractor trailer tire
,worker loses finger ice machine accident
,employee killed dragged dump truck
,employee injured run truck later dy
,employee killed dragged crushed forklift
,one employee killed two injured struck jeep
,employee killed caught pipe
,employee struck killed tractor trailer
,employee dy run semi truck
,employee struck crane fall ladder dragged dy
,employee struck killed crane
,worker drowns attempting rescue drowning child
,employee killed struck falling tree
,employee leg fractured hit logging yarder skyline
,employee arm amputated caught drag chain
,employee struck killed tree log yarding
,employee killed struck dragline
,employee killed crushed dragline part
,employee killed crushed boom crawler crane
,electric shock
,logger struck head killed tree winched
,struck skyline cable logging operation
,logging employee struck log
,employee foot caught sugarmill drag line
,logging employee struck skyline wire
,struck head log
,employee struck electromagnet dragline cable
,employee struck vehicle dy
,employee killed struck excavator
